fLength,fSize,fConc,fConc1,fAlpha,fDist,class
12.641,2.2516,0.8235,0.619,31.8219,175.094,1
76.4482,3.0874,0.2257,0.1141,14.573,305.318,1
97.3151,3.3217,0.1692,0.097,2.984,319.867,1
13.109,2.1156,0.7739,0.4713,32.0404,203.513,1
20.4623,2.3918,0.5355,0.3225,65.011,65.8902,1
84.3787,3.6211,0.2297,0.1222,0.1081,383.599,1
30.15,2.7243,0.2642,0.1557,6.93,173.789,1
36.4567,2.4698,0.522,0.2729,19.724,228.153,1
45.4678,2.9172,0.1936,0.0974,1.087,169.837,1
29.4682,2.9368,0.2718,0.144,19.977,118.517,1
32.4134,2.5821,0.3351,0.1793,17.831,186.169,1
71.3468,3.0253,0.2047,0.1203,8.6575,211.858,1
27.8936,2.8698,0.3549,0.1964,82.8799,83.9734,1
23.8686,2.3883,0.5153,0.3211,68.464,158.83,1
95.6947,3.5485,0.1259,0.0632,0.2763,237.781,1
86.7133,3.9639,0.1275,0.0657,0.6696,254.693,1
66.7069,2.971,0.2694,0.1448,5.3847,256.118,1
48.8204,2.7189,0.5826,0.4136,4.5898,282.387,1
67.9187,3.5981,0.1342,0.0798,0.794,273.901,1
19.6321,2.0986,0.741,0.4263,8.5814,133.457,1
12.9651,2.081,0.7469,0.4025,56.521,182.309,1
45.5298,3.2177,0.1926,0.1142,5.7152,212.955,1
38.9699,2.8264,0.3908,0.2573,14.53,215.223,1
87.8842,3.7411,0.1899,0.0968,4.122,364.982,1
32.0222,2.3454,0.4966,0.2551,35.625,43.7536,1
33.1706,2.667,0.3918,0.253,7.608,170.48,1
41.9654,2.7619,0.2976,0.167,7.1441,137.348,1
27.8675,2.3579,0.5965,0.3004,8.5878,141.871,1
25.5991,2.6959,0.4995,0.3293,8.7515,215.707,1
28.2338,2.5308,0.4065,0.2047,8.526,217.377,1
22.9956,2.4871,0.4169,0.2231,47.9304,128.131,1
27.0944,3.1594,0.3332,0.1701,1.0148,69.6275,1
17.1072,2.2989,0.5628,0.299,54.2205,223.327,1
24.4446,2.5539,0.4385,0.2304,20.8407,171.033,1
22.7103,2.541,0.3683,0.2,78.773,140.182,1
97.1547,3.972,0.1395,0.0706,1.2669,349.885,1
35.7748,2.6493,0.4439,0.2993,2.073,180.333,1
17.0875,2.2553,0.5667,0.3083,56.4005,142.859,1
17.725,2.1833,0.7738,0.5344,33.97,252.016,1
90.8484,3.7827,0.1766,0.0923,2.5821,332.585,1
80.5967,3.5604,0.0999,0.0541,5.9931,219.884,1
58.649,2.7275,0.3839,0.2406,5.308,254.139,1
40.2965,2.6959,0.292,0.1541,0.125,210.714,1
50.0449,2.9472,0.2021,0.1056,69.094,94.9161,1
20.3131,2.3838,0.4463,0.2624,37.287,230.014,1
18.9434,2.3483,0.5336,0.2892,12.938,134.474,1
30.3594,2.7033,0.3248,0.2069,0.2976,248.599,1
21.5732,2.1222,0.7698,0.4792,0.0002,118.189,1
45.2808,3.0927,0.1979,0.103,3.4724,217.62,1
34.313,2.7694,0.3895,0.2338,4.4274,191.113,1
88.4638,3.444,0.2338,0.1509,0.533,295.65,1
26.3201,2.4099,0.4202,0.2121,0.3082,262.888,1
48.8261,2.8132,0.3105,0.2068,8.2676,142.795,1
18.7991,2.3829,0.5507,0.3292,35.2698,165.139,1
23.4563,2.5051,0.5188,0.2766,21.817,141.462,1
92.6332,3.6898,0.2141,0.1278,0.123,340.839,1
49.0345,2.8379,0.305,0.1547,5.173,233.504,1
19.2295,2.3655,0.5991,0.3039,24.262,222.838,1
94.1836,3.5029,0.2441,0.1519,2.957,310.397,1
19.2296,2.1222,0.7547,0.4491,74.6152,179.885,1
43.7014,2.86,0.2747,0.1401,0.4341,197.124,1
25.3012,2.5682,0.5568,0.3149,48.5567,228.125,1
71.7681,3.6294,0.2033,0.1025,5.254,283.419,1
31.3318,2.6794,0.3222,0.2061,18.65,77.5384,1
18.6774,2.3551,0.5077,0.3068,8.3828,179.516,1
13.1551,2.4191,0.8495,0.581,46.9567,97.3209,1
20.5012,2.4249,0.4662,0.25,5.932,159.226,1
24.8332,2.3784,0.6695,0.3703,20.643,128.14,1
96.5408,3.4348,0.1018,0.0564,9.0346,210.203,1
18.2899,2.4362,0.5165,0.2912,23.367,197.529,1
23.1716,2.2742,0.6223,0.4016,30.652,125.416,1
34.9922,2.9883,0.3225,0.1628,8.191,215.527,1
70.1479,3.4283,0.1984,0.1024,8.2377,233.607,1
29.5611,2.5587,0.3204,0.1699,23.721,118.679,1
94.8427,4.1613,0.0837,0.044,3.2764,264.476,1
71.6093,2.7551,0.3638,0.1819,6.166,309.411,1
48.5152,3.3116,0.1922,0.11,0.6261,213.416,1
80.7882,3.4713,0.1449,0.0725,22.529,277.398,1
27.1259,2.5653,0.3918,0.1973,21.073,99.2327,1
19.7062,2.3589,0.477,0.2516,29.7652,177.847,1
19.8584,2.6405,0.476,0.2643,20.1575,159.01,1
32.392,2.8663,0.3905,0.2211,7.136,217.28,1
28.6991,2.6212,0.3469,0.1782,21.0958,158.988,1
41.2937,2.6942,0.3458,0.181,5.153,174.052,1
27.3361,2.2577,0.6022,0.3177,19.4594,76.6494,1
26.503,2.4914,0.4419,0.2694,30.148,99.3175,1
70.217,3.1154,0.1947,0.1031,8.293,230.3,1
21.843,2.2014,0.5786,0.3239,6.251,155.282,1
12.591,2.1477,0.7046,0.3523,29.7285,172.714,1
46.3641,2.9763,0.3675,0.254,10.4919,209.684,1
23.8241,2.2175,0.5939,0.3182,0.572,162.121,1
53.0403,2.8159,0.4125,0.2987,10.1148,237.736,1
61.5098,3.0746,0.2131,0.1091,9.437,229.416,1
33.2252,2.5735,0.4619,0.2577,15.71,76.5837,1
24.8368,2.4571,0.3909,0.2321,6.437,161.127,1
35.3335,2.6702,0.3974,0.2041,5.8315,194.634,1
57.6389,2.9183,0.3186,0.1623,0.619,113.551,1
20.8936,2.07,0.6809,0.3532,53.587,43.9599,1
87.0611,3.2249,0.2901,0.1808,1.5388,408.453,1
87.02,2.634,0.4042,0.2172,2.8508,277.881,1
138.085,3.9738,0.0803,0.0406,5.931,254.744,1
39.163,2.3531,0.4967,0.3082,10.9465,242.224,1
41.1027,2.5283,0.4,0.2119,7.067,226.629,1
23.6829,2.0512,0.7289,0.3689,77.229,79.9193,1
18.636,2.2923,0.6173,0.3291,11.5884,209.775,1
38.2407,2.73,0.3557,0.1853,3.9659,203.657,1
33.7959,2.567,0.3821,0.2344,27.8917,181.831,1
46.7637,2.7392,0.2753,0.1595,2.0311,175.065,1
23.4645,2.4116,0.4186,0.2384,33.041,44.4753,1
25.9826,2.6556,0.4243,0.2906,4.752,94.0805,1
22.9006,2.6232,0.4833,0.2536,11.7582,138.647,1
29.4437,2.7271,0.3824,0.2427,20.244,87.6333,1
70.4372,2.9292,0.4909,0.2996,0.875,317.562,1
77.4178,3.1074,0.1773,0.0941,1.357,258.131,1
79.2821,3.1173,0.2756,0.1416,5.16,324.141,1
85.6145,3.2367,0.2186,0.1168,1.57,243.295,1
30.694,2.617,0.285,0.163,37.1267,127.82,1
37.5494,2.6253,0.372,0.1955,8.782,182.141,1
20.0833,2.3627,0.4772,0.2495,20.6196,96.7668,1
21.0167,2.3541,0.677,0.4137,9.3744,180.579,1
12.6472,2.0065,0.7094,0.3695,5.88,171.3,1
82.9688,3.5263,0.1238,0.0621,14.1164,204.233,1
36.8698,2.7288,0.3361,0.1802,4.412,146.661,1
26.8487,2.48,0.4073,0.207,11.235,159.082,1
51.6785,3.0092,0.184,0.1023,1.8934,236.85,1
43.2557,2.5205,0.3831,0.1976,9.697,299.406,1
23.7871,2.3253,0.5012,0.3097,4.575,107.02,1
23.1262,2.608,0.3896,0.2232,16.232,84.9105,1
27.3505,2.3212,0.4487,0.2315,15.7217,170.12,1
15.5071,2.3385,0.6422,0.4243,77.7643,149.374,1
20.1958,2.1287,0.7509,0.3829,17.9072,137.714,1
63.1196,3.3687,0.1823,0.1038,6.423,314.41,1
18.5136,2.5334,0.5505,0.2914,11.74,161.406,1
18.6133,2.3054,0.6089,0.3787,9.438,179.16,1
20.2001,2.5434,0.5694,0.3476,5.736,148.227,1
29.2873,2.4005,0.5288,0.2763,12.5354,166.636,1
39.938,2.5152,0.3481,0.1756,14.4579,113.943,1
19.6147,2.0881,0.7347,0.4286,29.2598,236.766,1
52.9024,3.1956,0.2645,0.152,4.4386,138.361,1
57.1182,3.2369,0.1941,0.0982,19.89,237.713,1
26.564,2.3909,0.435,0.2744,37.7264,178.868,1
26.6212,2.5257,0.4292,0.2459,44.407,198.768,1
16.0411,2.2999,0.8521,0.614,62.18,203.754,1
109.32,4.3035,0.0795,0.0411,1.102,275.318,1
50.1709,2.9859,0.2211,0.1142,47.392,198.364,1
68.2261,2.6522,0.4053,0.2372,54.509,175.194,1
56.5206,3.3015,0.1728,0.0872,2.379,234.512,1
27.4278,2.7555,0.3916,0.2133,3.597,255.342,1
36.7372,2.5871,0.4398,0.2937,27.593,190.35,1
68.2982,2.8918,0.2694,0.1546,6.3982,288.958,1
19.6229,2.5179,0.349,0.1745,10.1102,76.8999,1
22.0837,2.1732,0.5638,0.3121,14.4397,172.572,1
82.1714,3.6494,0.1424,0.0725,1.7505,279.018,1
25.0822,2.5775,0.5212,0.2712,6.219,180.699,1
35.1926,3.2262,0.221,0.1322,10.685,84.5853,1
36.9465,2.8293,0.317,0.183,10.9128,199.445,1
57.9074,2.9365,0.3866,0.2043,10.159,305.255,1
23.6678,2.1629,0.7148,0.3746,81.1385,168.663,1
27.0994,2.4969,0.4841,0.2723,1.5977,145.424,1
28.2302,2.8132,0.3859,0.2083,7.4795,146.09,1
79.3831,2.7427,0.3436,0.2215,9.4384,221.48,1
78.8325,3.654,0.1735,0.0942,2.762,288.565,1
35.5418,2.94,0.279,0.1682,27.4184,155.091,1
13.3286,2.1945,0.7923,0.4313,76.331,189.484,1
34.8904,2.7243,0.3472,0.1802,10.5513,103.707,1
36.0465,2.7903,0.2917,0.1645,1.9542,104.142,1
26.8454,2.5296,0.4284,0.2762,17.533,173.458,1
23.6729,2.2,0.7634,0.4196,47.7751,154.638,1
34.2078,2.5521,0.3843,0.2006,6.6964,132.384,1
130.346,3.5863,0.1348,0.0675,6.999,228.298,1
31.2984,2.7987,0.372,0.217,8.988,211.217,1
33.4718,2.5617,0.2743,0.1413,0.6027,229.513,1
47.8357,3.3922,0.2562,0.1413,0.468,215.892,1
31.0015,2.5682,0.3459,0.1851,8.767,119.08,1
55.7546,3.1534,0.2705,0.1626,3.628,285.788,1
37.1898,2.9759,0.3224,0.1739,7.0604,170.414,1
60.6745,3.1984,0.2001,0.1149,18.082,108.385,1
13.0451,2.1319,0.7601,0.4539,81.2793,136.507,1
35.648,2.673,0.3864,0.1964,5.014,212.108,1
50.2888,2.8407,0.3766,0.2128,39.0638,267.019,1
28.1635,2.42,0.4259,0.249,17.1252,248.03,1
31.3812,2.637,0.3691,0.2134,9.9904,164.816,1
21.9153,2.4914,0.5774,0.3242,16.1307,186.619,1
22.6157,2.2788,0.5789,0.3132,34.5976,178.035,1
40.9872,2.7147,0.3259,0.1649,0.0821,231.651,1
20.4324,2.4401,0.5191,0.2668,64.5349,143.721,1
58.113,2.8351,0.4152,0.223,3.9914,334.944,1
27.8821,2.7455,0.3756,0.1986,37.9035,202.109,1
25.1526,2.1599,0.7405,0.4671,61.216,237.147,1
70.6168,3.1119,0.2048,0.1101,8.372,277.0,1
26.2271,2.9146,0.3433,0.1929,2.1651,225.079,1
23.1306,2.5971,0.4121,0.2111,41.0922,212.261,1
12.9987,2.1351,0.7546,0.4872,32.861,251.47,1
20.5966,2.3473,0.4989,0.2944,45.299,244.401,1
12.6471,2.1569,0.7108,0.3589,31.776,172.725,1
30.5895,2.5916,0.3892,0.2061,56.2862,24.4249,1
70.3337,2.8058,0.3393,0.2025,4.6368,295.183,1
16.9818,2.3075,0.6601,0.4261,51.0269,226.682,1
37.0979,2.5809,0.4908,0.2585,1.472,169.177,1
81.9649,3.3729,0.2466,0.1731,3.5171,337.57,1
48.3,3.0086,0.2147,0.1191,13.0282,193.971,1
63.9655,3.7121,0.1744,0.0987,5.7611,228.0,1
29.6299,2.7903,0.3274,0.1726,24.196,123.845,1
47.409,2.8382,0.2351,0.1197,2.939,195.604,1
44.4555,2.6599,0.4573,0.2834,7.651,299.782,1
21.0629,2.0881,0.7347,0.4122,24.5335,141.78,1
92.3308,4.0213,0.1019,0.0535,0.6513,264.63,1
31.8655,2.6599,0.3085,0.163,2.8753,139.923,1
12.4392,2.2,0.6877,0.3438,18.3994,221.305,1
27.9214,2.9809,0.3605,0.1897,8.915,91.0665,1
20.7099,2.2822,0.799,0.5561,27.282,133.77,1
25.2907,2.4713,0.5169,0.3125,3.1678,119.874,1
39.7082,2.854,0.2827,0.1561,27.696,260.092,1
49.5199,2.8573,0.2069,0.109,16.8734,272.352,1
43.9432,3.1915,0.1673,0.084,18.3709,126.665,1
28.6134,2.6508,0.4022,0.2402,1.338,160.99,1
21.942,2.2041,0.6,0.3344,21.49,108.234,1
13.1739,2.2467,0.7819,0.4674,16.7394,77.5018,1
43.911,3.0465,0.301,0.1568,14.874,179.055,1
27.1388,2.8156,0.3379,0.1766,30.825,117.54,1
23.1475,2.5955,0.401,0.2678,81.7955,89.9973,1
20.1058,2.2553,0.6167,0.375,79.283,122.258,1
99.0964,3.853,0.1462,0.0771,0.983,161.938,1
71.967,3.6719,0.1563,0.0959,6.811,283.679,1
20.5858,2.0273,0.7042,0.3709,23.962,84.7853,1
58.0216,3.1546,0.1709,0.0907,3.131,183.871,1
77.1621,3.4572,0.1309,0.0689,11.476,242.005,1
36.37,2.7408,0.2616,0.148,5.5742,172.991,1
49.5441,3.528,0.1847,0.0974,2.433,173.885,1
36.9888,3.1908,0.2256,0.1138,5.2373,182.452,1
56.6968,2.9309,0.2145,0.1284,11.9427,181.511,1
30.9688,2.8837,0.3987,0.232,69.0844,37.6417,1
76.1914,3.6457,0.1219,0.0625,4.034,253.121,1
80.2379,3.7361,0.1506,0.077,1.932,275.424,1
37.5856,3.0137,0.2723,0.1672,11.117,177.301,1
41.671,3.0654,0.2822,0.157,5.7949,227.657,1
22.939,2.5453,0.4758,0.2806,47.847,193.412,1
22.1067,2.5289,0.5118,0.2648,1.318,199.388,1
100.038,4.2401,0.089,0.0481,2.931,333.991,1
16.3134,2.3304,0.6168,0.3715,9.3001,102.422,1
30.5845,2.4057,0.5187,0.2652,21.175,163.808,1
72.7337,3.2394,0.2172,0.1103,3.4835,293.046,1
25.8305,2.2967,0.6566,0.3561,17.392,196.769,1
23.9569,2.0273,0.6948,0.3615,66.733,131.543,1
36.384,2.6946,0.2606,0.1444,6.303,243.653,1
50.5608,3.1101,0.1777,0.1044,21.156,189.873,1
95.6926,3.328,0.1913,0.1017,7.0973,226.194,1
81.3975,3.4263,0.1206,0.0643,22.7735,221.971,1
114.722,4.4451,0.0545,0.0273,2.9341,257.85,1
28.8214,3.1002,0.3152,0.1616,23.4123,69.8538,1
83.8355,2.7392,0.474,0.3017,4.6236,267.363,1
15.5675,2.3636,0.6407,0.4004,62.452,170.972,1
95.724,2.9731,0.3074,0.1569,1.197,242.81,1
38.149,2.6469,0.2999,0.1567,23.0914,259.555,1
56.3022,3.0312,0.282,0.1698,1.2986,232.56,1
21.3568,2.702,0.5144,0.2632,41.559,124.563,1
80.2192,3.4586,0.24,0.147,0.146,315.008,1
33.3819,2.4742,0.3188,0.1594,44.799,56.6157,1
51.0346,2.6721,0.3511,0.2053,9.203,78.6901,1
18.633,2.4108,0.5204,0.2932,58.2819,192.35,1
24.1542,2.5629,0.4049,0.2503,56.148,73.9966,1
27.4956,2.5315,0.4765,0.2574,25.1126,155.765,1
27.0762,2.7536,0.2857,0.149,10.25,165.614,1
40.6296,2.8162,0.2443,0.1489,6.1626,79.0171,1
12.8128,2.0774,0.728,0.3891,21.21,228.697,1
30.7067,2.7181,0.2622,0.1349,56.785,131.205,1
53.9679,3.0243,0.2175,0.1121,8.986,261.066,1
32.0868,2.7497,0.3007,0.1699,8.974,86.0026,1
27.5577,2.382,0.4232,0.2427,10.896,207.304,1
18.1081,2.2856,0.6062,0.3446,35.7431,125.86,1
93.0607,3.5398,0.116,0.0622,3.737,233.673,1
18.2452,2.382,0.5934,0.334,18.0235,190.144,1
38.6616,2.7189,0.2598,0.1404,8.262,184.267,1
64.5397,3.0086,0.2912,0.177,13.377,309.814,1
27.6167,2.2833,0.651,0.3724,89.7323,89.1692,1
28.2176,2.499,0.3455,0.1854,89.9535,123.945,1
36.9048,2.7945,0.3323,0.179,1.8977,148.198,1
30.7967,2.7135,0.3288,0.1983,18.6544,136.253,1
87.9125,3.4298,0.2331,0.1165,2.628,337.462,1
20.6647,2.2292,0.7316,0.3746,68.5155,71.3941,1
22.2142,2.2455,0.5511,0.304,23.936,110.033,1
24.7614,2.3627,0.4685,0.2408,19.5461,145.109,1
32.0001,2.4949,0.3648,0.1936,15.096,101.912,1
26.3542,2.7292,0.3228,0.1931,21.6256,195.583,1
24.8746,2.6518,0.466,0.2375,48.493,150.95,1
45.349,3.1064,0.3045,0.1969,6.1306,238.417,1
31.7502,2.6299,0.3001,0.1583,7.038,129.592,1
102.786,3.742,0.132,0.0713,1.687,200.465,1
17.3029,2.179,0.5563,0.3278,3.5463,208.628,1
33.3237,2.5145,0.3639,0.1881,42.108,85.2292,1
19.9364,2.6212,0.4569,0.238,3.1526,221.526,1
48.4816,2.3802,0.3792,0.2021,0.7494,204.643,1
48.451,3.0013,0.2084,0.1072,8.691,185.927,1
55.9196,2.7694,0.3061,0.1896,2.646,186.887,1
25.5932,2.3128,0.5158,0.2701,19.3573,145.145,1
92.3723,3.0527,0.1949,0.0996,17.086,271.141,1
50.0446,2.9172,0.2771,0.1543,2.5772,194.185,1
33.3893,3.0212,0.259,0.1348,38.976,187.149,1
18.0519,2.1818,0.5395,0.2928,56.732,226.456,1
20.1941,2.0986,0.7171,0.3944,70.3421,218.094,1
38.5054,3.0434,0.2371,0.1235,18.3976,146.372,1
37.0964,2.8142,0.3144,0.1802,7.886,215.599,1
71.6766,3.63,0.1768,0.1019,9.612,328.604,1
23.8022,2.3945,0.3669,0.1875,15.4009,207.913,1
71.9537,3.3115,0.265,0.1388,5.185,318.982,1
81.2009,3.0263,0.2824,0.1906,5.5932,309.468,1
26.9169,2.2648,0.5924,0.3505,78.1246,114.414,1
18.9053,2.4322,0.6322,0.3641,33.344,146.562,1
16.854,2.3243,0.6209,0.3294,4.875,239.226,1
59.0164,3.3073,0.2587,0.1422,1.3107,237.622,1
66.4031,3.6349,0.1384,0.071,9.4551,224.235,1
41.0476,3.0092,0.2066,0.1121,6.121,123.831,1
63.9201,3.7525,0.1908,0.1097,0.035,263.59,1
39.0894,2.7352,0.2649,0.161,10.506,133.345,1
33.055,2.3444,0.371,0.1878,9.323,178.204,1
83.9635,3.9898,0.1218,0.0623,3.0278,253.311,1
58.3631,3.2475,0.2342,0.1394,4.366,277.076,1
51.8237,2.8774,0.1724,0.0895,7.2099,158.941,1
13.0019,2.1319,0.7528,0.4613,66.374,154.086,1
49.9223,3.293,0.2363,0.121,6.85,240.119,1
26.6994,2.4495,0.5684,0.3144,9.393,93.9195,1
37.3466,2.7962,0.267,0.1399,15.638,113.718,1
52.7558,2.9894,0.2439,0.1265,6.159,256.009,1
58.0363,2.9031,0.2313,0.1206,4.9132,133.565,1
51.5731,3.3256,0.1777,0.0914,3.174,235.107,1
27.8762,2.7701,0.3735,0.2334,11.5874,195.272,1
21.0689,2.6042,0.5149,0.2724,5.3844,180.055,1
49.737,2.8876,0.2552,0.1587,19.187,208.484,1
21.5359,2.3865,0.4641,0.2361,15.312,166.529,1
32.2947,2.4771,0.56,0.385,39.8253,75.9838,1
40.8246,2.596,0.3676,0.2497,9.868,128.034,1
26.2968,2.5051,0.4344,0.2484,0.085,170.775,1
23.4914,2.3181,0.5433,0.3005,60.5491,26.0889,1
97.719,3.0959,0.2839,0.1969,9.5897,279.075,1
53.746,2.8873,0.2735,0.1458,36.8773,49.882,1
33.8385,3.071,0.2284,0.1185,9.0883,230.897,1
68.2422,3.7968,0.1667,0.0967,2.555,256.515,1
21.1628,2.3473,0.4719,0.2539,35.801,160.436,1
37.149,2.4556,0.5429,0.3135,13.729,159.411,1
16.3607,2.3522,0.5956,0.3089,35.427,155.95,1
32.2758,2.6566,0.4432,0.2723,12.3195,206.939,1
102.285,3.1921,0.2865,0.1494,2.661,373.445,1
85.8049,3.7798,0.1609,0.0868,1.3536,288.764,1
32.853,2.9865,0.3249,0.1645,8.724,174.955,1
40.3463,2.9474,0.2178,0.11,14.5122,102.807,1
29.0213,2.4048,0.4094,0.2146,9.2572,138.538,1
77.3543,4.0443,0.1066,0.054,3.7039,198.406,1
53.9648,3.2015,0.2729,0.1412,0.857,271.063,1
53.5632,2.8442,0.2792,0.1539,61.5552,124.957,1
57.1095,2.6527,0.2469,0.1301,34.613,168.147,1
40.9662,2.9248,0.2545,0.1302,4.324,137.016,1
132.954,3.1524,0.2337,0.1383,0.36,322.166,1
33.1141,2.953,0.3298,0.1922,47.7302,81.4037,1
51.264,3.2543,0.2283,0.115,10.649,198.327,1
21.6816,2.4893,0.5835,0.3549,55.7262,103.012,1
81.1254,3.3511,0.1729,0.088,10.34,188.939,1
89.1989,2.7024,0.3393,0.2034,4.2637,231.15,1
47.2156,3.07,0.2119,0.1213,3.4,195.922,1
13.0702,2.1688,0.7593,0.3898,80.3533,218.84,1
28.4678,2.7435,0.3466,0.2356,10.618,124.78,1
24.5661,2.6758,0.3439,0.1909,11.018,193.054,1
38.8754,3.1161,0.2495,0.1336,3.361,166.899,1
54.4375,3.1174,0.1557,0.0797,2.6399,144.71,1
34.6872,2.5484,0.396,0.2249,4.286,209.891,1
59.6587,3.0461,0.205,0.1039,12.842,169.65,1
22.0498,2.6866,0.4486,0.25,9.097,190.807,1
20.8857,2.404,0.5957,0.2978,58.7535,188.468,1
79.7152,3.3438,0.213,0.1067,7.119,283.268,1
22.2342,2.2601,0.6044,0.3269,16.7407,182.889,1
45.4153,3.1391,0.2279,0.1165,13.285,247.465,1
77.6846,3.5455,0.1851,0.0992,3.186,251.291,1
27.5407,2.3865,0.5462,0.3018,34.6822,204.302,1
56.5563,2.8085,0.317,0.209,1.695,273.085,1
22.7882,2.2923,0.6888,0.3954,63.8216,190.409,1
133.103,4.2992,0.0557,0.029,8.6871,174.871,1
46.9295,2.6857,0.2804,0.1515,8.4913,176.372,1
63.5381,3.321,0.1848,0.0938,9.428,243.375,1
74.1398,2.8516,0.2421,0.1246,0.7406,262.22,1
21.3927,2.6599,0.5208,0.2877,0.9412,237.867,1
28.2166,2.6026,0.3695,0.1885,14.0812,215.501,1
20.7471,2.0434,0.7149,0.3575,24.743,113.793,1
13.1759,2.1287,0.7732,0.4201,8.886,123.191,1
70.1638,3.5497,0.1512,0.076,8.3983,238.259,1
27.7483,2.5781,0.3593,0.1863,9.141,186.334,1
48.1835,2.4778,0.4027,0.2047,23.914,233.308,1
135.909,2.8834,0.2616,0.1432,67.903,257.241,1
29.4732,2.641,0.4091,0.216,19.1106,178.983,1
20.4478,2.3953,0.4789,0.2435,22.3269,85.2293,1
66.0896,2.9413,0.4213,0.2181,8.2426,220.549,1
22.6828,2.3674,0.5408,0.2725,6.211,182.619,1
32.7978,2.3608,0.488,0.2593,5.203,191.337,1
71.9578,2.723,0.3879,0.2072,9.0544,273.848,1
70.3078,3.3245,0.1672,0.0865,3.9509,243.299,1
18.0652,2.357,0.5055,0.3099,67.7358,139.591,1
31.79,2.6937,0.3846,0.2217,13.812,206.123,1
100.196,3.2171,0.162,0.0846,0.7341,338.055,1
32.8483,2.5843,0.4688,0.2565,4.565,160.43,1
31.4336,2.934,0.2957,0.1717,79.959,23.2363,1
36.2836,2.6915,0.3438,0.178,24.191,148.568,1
69.4657,3.2507,0.1757,0.094,5.6357,190.942,1
31.4889,2.7239,0.3551,0.1822,22.241,123.806,1
92.9014,3.5101,0.2558,0.1608,0.0323,327.064,1
33.3506,2.9841,0.3807,0.2391,5.18,251.602,1
22.2418,2.4216,0.4205,0.2178,18.5462,214.975,1
37.374,3.044,0.2259,0.1152,25.394,117.962,1
68.7092,2.8882,0.2031,0.1028,1.0624,205.399,1
18.6774,2.586,0.5551,0.3722,15.0753,142.12,1
41.1297,2.723,0.3917,0.2337,6.0359,162.968,1
18.9821,2.2455,0.5739,0.3267,18.537,194.358,1
43.7585,2.9206,0.2905,0.1519,8.3799,211.69,1
86.4858,2.7668,0.2789,0.1446,11.409,137.124,1
33.7945,2.8873,0.2476,0.1316,9.383,212.222,1
26.5179,2.6069,0.4129,0.2311,5.9374,183.554,1
44.5562,2.6415,0.3379,0.1701,17.2162,279.399,1
32.5149,2.6464,0.4582,0.3126,10.4419,198.015,1
27.0104,2.5224,0.3093,0.1607,11.766,265.93,1
17.0991,2.3118,0.6683,0.3927,31.951,98.5724,1
40.8706,3.0004,0.2308,0.1174,5.528,164.086,1
47.0589,2.7675,0.2938,0.1529,15.2609,81.9486,1
24.2734,2.4456,0.4624,0.2778,17.466,136.065,1
26.277,2.6474,0.3694,0.2264,19.6343,154.066,1
114.303,4.1952,0.0746,0.039,0.3,298.697,1
34.0974,2.4749,0.3719,0.1859,4.829,199.522,1
25.2099,2.4005,0.4732,0.2644,72.391,120.73,1
68.792,3.6718,0.155,0.0787,4.841,226.351,1
57.8134,3.8699,0.1309,0.0762,0.211,72.582,1
26.1968,2.317,0.4819,0.2675,11.7823,116.856,1
59.3765,3.3144,0.2119,0.1142,8.7949,154.341,1
19.3993,2.3096,0.6471,0.424,25.804,167.898,1
26.0277,2.5502,0.4535,0.2662,0.6419,140.188,1
23.091,2.6942,0.5197,0.3084,9.3139,213.371,1
25.9264,2.5752,0.5372,0.2832,19.267,147.791,1
35.4054,2.8768,0.3001,0.1866,34.644,92.012,1
25.2701,2.8179,0.3483,0.1787,29.746,85.5765,1
22.0239,2.5276,0.4777,0.2418,62.975,167.615,1
19.0891,2.9287,0.4985,0.3659,22.732,181.272,1
38.5385,2.8235,0.3423,0.1884,0.583,187.046,1
38.6741,2.9405,0.2362,0.1244,3.4588,119.997,1
32.4832,2.4836,0.3711,0.1921,24.26,132.917,1
12.5342,2.1945,0.6901,0.3674,19.242,142.68,1
21.4514,2.3979,0.588,0.31,8.6808,134.782,1
81.5827,3.1838,0.2502,0.1287,0.5805,354.892,1
93.2945,3.2695,0.2032,0.1089,1.851,326.515,1
23.2796,2.6646,0.4177,0.276,9.5021,86.2246,1
43.9478,3.2131,0.262,0.1521,9.4355,282.022,1
58.9884,2.7255,0.2653,0.1515,12.3224,215.724,1
77.4731,3.2168,0.2082,0.1168,4.233,253.606,1
92.595,3.167,0.2056,0.1059,0.0787,330.463,1
36.939,3.0943,0.3477,0.1767,7.1492,197.201,1
37.6898,2.8347,0.3833,0.2173,1.57,208.832,1
29.8725,2.8404,0.2498,0.1264,21.696,173.343,1
13.2566,2.1717,0.7946,0.4747,15.671,238.572,1
26.0503,2.5849,0.3953,0.212,16.2105,139.812,1
18.7734,2.3617,0.6826,0.3457,41.3192,177.506,1
33.1485,3.1149,0.2387,0.1262,38.817,196.181,1
20.1487,2.1658,0.7713,0.3993,28.6298,166.603,1
40.6277,2.6064,0.4257,0.2314,20.656,150.146,1
23.7368,2.4448,0.5925,0.4111,30.194,181.687,1
54.9287,3.0292,0.2609,0.1407,8.831,216.123,1
86.9174,2.9408,0.3152,0.2115,1.0866,234.332,1
41.3845,3.2232,0.198,0.0996,2.562,103.858,1
43.7342,3.1263,0.2684,0.1372,5.3918,228.839,1
58.1603,3.4278,0.2095,0.1245,1.6337,270.772,1
